Ward code,Ward name,Borough,Extent ,Rank of extent (within London),Income Scale,Rank of income scale (within London),Employment Scale,Rank of employment scale (within London),Average Score,Rank of average score (within London),Average Rank,Rank of average rank (within London),Highest SOA rank (national),Highest SOA rank (London),Number of SOAs in ward,In worst 5percent,In worst 1percent,In worst 20percent,Above average (in worst 50percent),IDACI,Rank of IDACI (within London),IDAOPI,Rank of IDAOPI (within London)
00AZGU,Sydenham,Lewisham,0.357239540607055,201,3549.21256810427,135,1215.35054480284,90,32.1572856077706,197,7558.01558654635,181,4403,260,10,0,0,3,10,0.39505987423031,221,0.278279077221413,230
00AZGW,Telegraph Hill,Lewisham,0.347045499310617,205,3583.82043796778,129,1287.32450973988,57,31.8647392003208,205,7954.13630096514,202,3359,203,10,0,0,4,10,0.375793778677197,249,0.31650747011011,172
00AZGX,Whitefoot,Lewisham,0.451915794163511,165,3617.82217262685,123,991.268913947046,189,33.2750839782361,177,7457.78970817554,178,3294,196,9,0,0,6,9,0.423923566606948,189,0.260340497607277,255
00BAFX,Abbey,Merton,4.15571136430032E-02,399,1275.97245177627,470,410.429691486061,516,13.8191736913932,512,21038.8200408998,535,7841,395,6,0,0,0,2,0.248309630412059,396,0.2544068253543,276
00BAFY,Cannon Hill,Merton,0,449,715.989528145641,581,304.23966326192,580,8.39513388226607,593,26074.3038098339,597,15409,561,6,0,0,0,1,9.84299069882106E-02,571,0.110223360463469,562
00BAFZ,Colliers Wood,Merton,0,449,1427.77215157449,447,497.771347023547,467,17.5203494571085,433,16411.2509225092,423,9698,457,6,0,0,0,3,0.293343871275147,337,0.256171184575528,271
00BAGA,Cricket Green,Merton,0.179259058950784,288,2793.03906208277,242,800.82134398073,290,26.8304412882028,271,10350.9937804218,261,6333,344,7,0,0,1,6,0.377550466883449,246,0.236745590379095,318
00BAGB,Dundonald,Merton,0,449,483.417560074478,614,245.636832632124,608,7.12928781431816,613,27420.6411138924,612,23542,620,6,0,0,0,0,8.45464697842478E-02,591,0.13729579559532,509
00BAGC,Figge's Marsh,Merton,0.155631205673759,302,2345.76282499731,305,710.524343691766,339,24.9980404814592,300,11416.614751773,299,5382,306,7,0,0,2,7,0.331452686025908,298,0.216823888620938,351
00BAGD,Graveney,Merton,0,449,1455.78667509556,444,493.880711629987,468,15.562312136802,479,17938.4008059516,463,12152,513,6,0,0,0,1,0.226268158836974,423,0.189722645036953,405
00BAGE,Hillside,Merton,0,449,467.927469927818,617,228.466972539201,615,7.57994521049766,608,26810.1339431558,608,23840,621,6,0,0,0,0,5.41897482923732E-02,619,0.157415215161432,465
00BAGF,Lavender Fields,Merton,0,449,2168.38099247217,328,581.03889027983,415,21.2553509422821,373,13656.3538371412,365,9510,451,6,0,0,0,5,0.377763634744812,245,0.290252406742762,215
00BAGG,Longthornton,Merton,0,449,1578.1171309948,428,455.784618191421,490,16.2003682285119,463,17310.1582491582,450,11739,506,6,0,0,0,1,0.261978104732144,378,0.177225107716257,432
00BAGH,Lower Morden,Merton,0,449,694.975744083524,584,305.035703703761,579,9.87560350705627,575,24032.9331934243,567,20364,604,6,0,0,0,0,0.109362839591885,551,0.105788672916758,572
00BAGJ,Merton Park,Merton,0,449,660.329298164696,591,271.335191700608,600,7.92027359867969,603,26449.7705900915,603,16504,573,6,0,0,0,0,0.103570106974095,561,9.82512453659348E-02,586
00BAGK,Pollards Hill,Merton,4.09212481426449E-02,400,2053.75390653312,348,587.090486537665,412,20.1663945565075,391,14794.73551263,391,7605,388,7,0,0,0,4,0.326543017099035,304,0.171370716063816,441
00BAGL,Ravensbury,Merton,2.43581812557996E-02,420,2105.95452444255,338,597.867440544069,404,24.4401593436923,310,11279.0222703371,292,8830,430,6,0,0,0,5,0.353117973931068,274,0.203250903200794,382
00BAGM,Raynes Park,Merton,0,449,811.05477373302,562,314.270320639014,570,9.80092075808315,577,24730.6183679801,580,11348,500,6,0,0,0,1,0.127034150506668,532,0.125727931101774,527
00BAGN,St Helier,Merton,6.83752718235477E-02,367,1926.53222995251,376,559.698563396931,428,23.9150950386495,320,12290.5296675986,326,7933,399,6,0,0,0,5,0.301646815429271,327,0.192071976926592,399
00BAGP,Trinity,Merton,0,449,908.86424253881,536,413.479277299717,511,10.4886672071312,560,23581.1384233395,558,15857,565,6,0,0,0,1,0.180091949705738,465,0.173209704020444,439
00BAGQ,Village,Merton,0,449,286.801755990833,623,148.836371507496,622,6.10642660223954,624,28369.3783783784,624,22973,618,6,0,0,0,0,2.66710624098778E-02,627,7.90934261127279E-02,615
00BAGR,West Barnes,Merton,0,449,860.620085701346,547,275.145604670048,596,7.5066897408645,609,26903.8028816677,609,20112,603,6,0,0,0,0,0.130706709300356,526,0.124835018924089,532
00BAGS,Wimbledon Park,Merton,0,449,717.166554031894,579,289.582045281306,590,7.95869504762445,602,26263.4188058841,600,18107,588,7,0,0,0,0,9.20602204946205E-02,581,0.151871777528045,477
00BBGB,Beckton,Newham,0.613328128485389,108,4369.39657643437,64,1047.08702042699,157,39.601252231432,91,5266.20321213473,95,1203,48,9,1,3,5,9,0.522618448562119,83,0.442338298587876,35
00BBGC,Boleyn,Newham,0.721893632244217,74,4706.30477334559,40,1009.53868798167,180,43.0723730906535,58,4417.94109229669,67,748,18,8,1,3,6,8,0.51309381603516,93,0.408797899718672,62
00BBGD,Canning Town North,Newham,0.9934375,3,5201.17376562953,21,1449.38088521361,18,53.2384691027495,4,1924.57235576923,4,504,6,8,4,7,8,8,0.607270121932746,29,0.457048269198801,28
00BBGE,Canning Town South,Newham,0.992908809093258,4,4812.17585366964,37,1189.3851774931,97,52.4455527677859,5,2072.54843709636,5,675,13,8,3,7,8,8,0.638375091053428,21,0.454718634282869,29
00BBGF,Custom House,Newham,0.719113891726251,75,4096.09637202322,87,1071.95299952477,144,44.2667753957022,47,4179.37461695608,59,1035,36,8,2,4,5,8,0.545064768133064,67,0.410924356995207,60
00BBGG,East Ham Central,Newham,0.73778970480605,71,3938.79266475141,99,932.636766180396,223,39.982449755607,84,4786.76506464991,78,3446,207,8,0,0,7,8,0.411223410663299,202,0.411887873768557,59
00BBGH,East Ham North,Newham,0.883949602848535,25,4445.53684911132,58,883.723493233323,241,44.2349914387787,48,3631.43659271433,37,2042,113,7,0,2,7,7,0.490054721436227,109,0.557468152799449,6
00BBGJ,East Ham South,Newham,0.753127179725645,67,4343.39700642228,69,1009.95937804878,179,41.491038993635,72,4468.25854452453,71,1827,98,8,0,2,7,8,0.501458146978508,100,0.342475801840317,137
00BBGK,Forest Gate North,Newham,0.663141542002301,87,4121.01075330377,86,1068.43714318424,149,38.1755412015048,107,5258.6416570771,94,3669,228,8,0,0,7,8,0.478667307001759,122,0.383716771814887,92
00BBGL,Forest Gate South,Newham,0.834916082430423,39,4496.44120815396,56,1304.87884904444,51,42.860075137558,60,4014.03186743148,50,2462,143,9,0,3,9,9,0.451906003163318,152,0.434994548965848,42
00BBGM,Green Street East,Newham,0.781462925851703,58,4730.78273919225,38,1032.18172413111,166,40.7644568770109,79,4482.83656201292,72,3573,217,8,0,0,8,8,0.448863438584588,158,0.471248214662659,21
00BBGN,Green Street West,Newham,0.801138542665388,48,4628.5946392715,44,994.236129149795,187,41.7806427791958,70,4289.99137104506,62,2023,112,7,0,2,7,7,0.465769674592234,140,0.521369688401277,9
00BBGP,Little Ilford,Newham,0.940320832430089,15,5852.77979645133,8,1181.47016581893,104,47.4049961066106,28,2951.40407543898,20,1401,60,9,2,5,9,9,0.557240534929563,60,0.418448440981383,53
00BBGQ,Manor Park,Newham,0.822698566917658,42,4625.03160953522,45,981.975357323885,199,43.2203520755615,56,4039.55137235851,51,1436,64,8,1,2,7,8,0.496785755801275,102,0.47812388482246,18
00BBGR,Plaistow North,Newham,0.802396713079206,47,4548.58075278997,48,1124.08172473311,128,41.0082172706393,74,4437.53024423648,68,3110,182,9,0,2,9,9,0.478808241707266,121,0.428612315678502,46
00BBGS,Plaistow South,Newham,0.751224836284259,68,4318.12827685475,72,979.740548864007,201,42.0366069202483,68,4442.79772010672,69,1856,101,8,0,3,6,8,0.563768487826615,58,0.381401753894264,93
00BBGT,Royal Docks,Newham,0.621106980586535,104,2374.47388918698,303,588.094032336026,411,40.8914037205768,77,5410.88062783974,100,1055,39,4,1,2,3,4,0.616994614282654,28,0.355172103674141,125
00BBGU,Stratford and New Town,Newham,0.88721251149954,24,4515.16240297258,51,1226.31110092252,87,44.9108685868096,41,3503.65248390065,35,1685,88,8,0,3,8,8,0.551909421110573,63,0.463270569441177,27
00BBGW,Wall End,Newham,0.505517754624708,150,4374.28181706369,63,907.773927457631,232,35.6069368909527,147,6259.40314692749,137,3361,204,9,0,0,4,9,0.449712297301756,157,0.36794944536888,105
00BBGX,West Ham,Newham,0.758058299205011,66,4487.27947595716,57,1112.48330055177,133,43.2367738527552,55,4144.07636714045,57,1468,68,8,1,3,7,8,0.582577443630137,43,0.373721729845755,100
00BCFY,Aldborough,Redbridge,0.012659401808486,438,2390.11150436103,300,674.695958465338,361,19.7799818203451,399,14495.0020867146,383,9041,438,8,0,0,0,5,0.268363556143742,369,0.206989807425697,376
00BCFZ,Barkingside,Redbridge,0,449,1479.92894844711,439,515.039648719132,455,15.1885313513482,488,18465.688194265,477,12679,519,8,0,0,0,3,0.153630434706503,489,0.180404198006,423
00BCGA,Bridge,Redbridge,0,449,1729.79613178968,403,592.102014116943,408,17.1996133744811,438,17222.9410364886,445,9601,452,7,0,0,0,3,0.241779711867727,406,0.192957770118007,398
00BCGB,Chadwell,Redbridge,0,449,2068.76286638528,346,595.799342192709,406,17.7764821808946,429,16166.247637991,416,10211,476,7,0,0,0,5,0.263440358879051,376,0.16722167243968,447
00BCGC,Church End,Redbridge,0,449,850.636093184352,551,358.745897233486,544,13.0877185315179,531,20655.9393746011,525,12956,524,7,0,0,0,2,0.10308952186869,563,0.179399152752825,428
00BCGD,Clayhall,Redbridge,0,449,1441.74921935052,446,436.048212826252,500,13.3276115533149,527,20195.0391089109,516,14903,554,8,0,0,0,1,0.143988401447175,506,0.16729355858169,446
00BCGE,Clementswood,Redbridge,0.263201320132013,241,3623.92637854815,122,895.99795011431,237,30.8649929247099,216,8014.15689261234,204,5635,317,7,0,0,3,7,0.427762016129543,188,0.330927093605076,151
00BCGF,Cranbrook,Redbridge,0,449,1995.98038838804,354,654.775743126869,375,18.1302639436081,425,15642.5413919414,410,10048,469,8,0,0,0,4,0.197731619256671,451,0.232854099625217,325
00BCGG,Fairlop,Redbridge,0,449,1796.40511807054,391,549.031215280294,435,17.4544428585114,434,16250.3350542075,419,12515,518,7,0,0,0,4,0.21710606218472,436,0.19685917949882,390
00BCGH,Fullwell,Redbridge,8.41548387096774E-02,351,2214.38198310882,323,651.645049832761,377,20.2329134400891,389,14852.4521290323,393,5873,328,8,0,0,1,4,0.284817975441155,352,0.193988210374029,397
00BCGJ,Goodmayes,Redbridge,3.26567785584179E-02,408,2706.2328722477,260,748.357782527804,320,24.3446242575406,313,11164.4712464221,288,7812,394,7,0,0,0,7,0.339470602192537,287,0.295853551256202,206
00BCGK,Hainault,Redbridge,0.258093662509544,245,3064.82197339833,191,941.251125186682,218,29.2096755245497,237,8968.98905573937,232,4883,283,8,0,0,1,8,0.395425921310438,220,0.252432142683076,278
00BCGL,Loxford,Redbridge,0.265402985074627,239,4929.6798851788,33,1019.6000425145,172,30.2659372426503,225,8508.01731343284,218,3302,197,9,0,0,2,9,0.44458193263123,167,0.355267445639253,124
00BCGM,Mayfield,Redbridge,0,449,2287.23486721516,312,610.004127569497,398,19.6858972144377,402,14313.4610273447,381,10438,482,7,0,0,0,6,0.287593549546945,347,0.188318820900462,408
00BCGN,Monkhams,Redbridge,0,449,607.254404190928,599,283.623738789931,593,9.64871297534589,580,25002.089822195,584,10961,492,7,0,0,0,1,7.49749795866572E-02,600,0.1086383804715,565
00BCGP,Newbury,Redbridge,6.28060464126038E-02,371,3147.20581376553,181,777.183801926672,308,21.4647612905716,371,13428.5599318714,362,6364,346,8,0,0,1,6,0.320264099565752,312,0.221482773583313,338
00BCGQ,Roding,Redbridge,0.139914340978171,310,1627.84412964061,418,556.006670784205,430,19.4546405552961,405,16795.1605415861,434,3288,194,7,0,0,1,3,0.230418405860809,418,0.157577000361964,464
00BCGR,Seven Kings,Redbridge,0.121974830590513,328,2783.35123041272,246,827.649232305586,277,23.8276614699682,322,12140.1299612778,323,6158,336,8,0,0,1,7,0.338058112901784,290,0.239794424628573,313
00BCGS,Snaresbrook,Redbridge,4.29045643153527E-02,397,1198.78435429931,484,432.711564358324,502,15.266652792618,483,19145.8473029046,490,7634,389,7,0,0,0,2,0.145033245229227,501,0.196639081200813,391
00BCGT,Valentines,Redbridge,0.252937620889749,247,3168.34023235738,180,1037.86133153737,165,28.1814284301588,248,10195.3027079304,257,2388,137,8,0,1,2,7,0.364642553523292,264,0.318990230709913,168
00BCGU,Wanstead,Redbridge,1.87258687258687E-02,427,1221.09154287726,481,471.499596554786,480,16.0642075714151,465,17923.8463320463,462,8595,422,8,0,0,0,2,0.14353261123087,507,0.161334619125796,455
00BDFW,Barnes,Richmond upon Thames,0,449,928.182420803234,532,297.156451418996,585,9.95892062996607,571,24570.8801963049,578,10530,484,7,0,0,0,1,0.121473219756481,537,0.141010295808838,504
00BDFX,East Sheen,Richmond upon Thames,0,449,502.153311213478,613,188.597677040845,619,5.81925259734102,628,28738.4163217031,626,25654,626,6,0,0,0,0,6.11820898023825E-02,615,8.32496657453734E-02,609
00BDFY,Fulwell and Hampton Hill,Richmond upon Thames,0,449,765.522016178817,572,312.715686555952,572,7.58260310142081,607,26681.3319938176,605,21706,614,6,0,0,0,0,9.25197304883229E-02,580,0.142511811657968,502
00BDFZ,"Ham, Petersham and Richmond Riverside",Richmond upon Thames,7.06393544382371E-02,365,1259.33728167415,475,409.054119419307,517,15.6387481819688,477,19249.4490999379,494,6967,373,6,0,0,0,1,0.21815192553791,434,0.138440039787353,508
00BDGA,Hampton,Richmond upon Thames,0,449,864.274747464806,545,303.050607232377,581,9.56293266706759,581,24953.1400255754,583,11628,504,6,0,0,0,1,0.118594207853312,539,0.115483304342856,551
00BDGB,Hampton North,Richmond upon Thames,3.23785594639866E-02,410,1331.25977191329,460,466.488504130393,483,15.189279037105,487,20039.4914572864,509,8575,421,6,0,0,0,2,0.258365792080813,382,0.135257757943252,514
00BDGC,Hampton Wick,Richmond upon Thames,0,449,818.349960833788,561,324.131685096771,563,8.96988108282809,586,25121.6589414344,586,19971,600,6,0,0,0,0,0.101435570092872,567,0.137184856737749,510
00BDGD,Heathfield,Richmond upon Thames,4.55864386072083E-02,394,1479.44100712985,440,449.968500204384,493,14.5129909869295,498,20131.1496640195,512,8112,405,6,0,0,0,1,0.240616686106864,407,0.13189890104047,519
00BDGE,Kew,Richmond upon Thames,0,449,781.113528024405,567,273.511267958209,597,8.2872767131553,598,25855.7639172253,593,21885,615,6,0,0,0,0,0.101389090648515,568,0.112173204238598,559
00BDGF,Mortlake and Barnes Common,Richmond upon Thames,0,449,1052.81073023379,508,375.729682065547,533,11.7081738771382,544,22224.8614390107,546,13013,526,7,0,0,0,1,0.144655056819906,503,0.152317444719102,476
00BDGG,North Richmond,Richmond upon Thames,0,449,964.851590819657,528,389.646344829351,526,10.287890971978,564,23695.4161383285,563,17911,586,7,0,0,0,0,0.119858105490331,538,0.159304146746866,460
00BDGH,St Margarets and North Twickenham,Richmond upon Thames,0,449,451.87800571695,618,242.367365755141,610,6.62380896706179,619,27884.9912650602,619,21629,613,7,0,0,0,0,4.89653752715626E-02,623,0.103672836360696,579
00BDGJ,South Richmond,Richmond upon Thames,0,449,717.211405768991,578,342.285998135805,553,8.50849221164814,591,25887.9637763833,594,16590,575,7,0,0,0,0,8.77285898145702E-02,587,0.120547528369505,541
00BDGK,South Twickenham,Richmond upon Thames,0,449,470.714939882979,616,254.328616194427,603,5.93840358245004,626,28827.6601159794,627,27486,627,6,0,0,0,0,5.35432745216152E-02,621,0.117510987759641,547
00BDGL,Teddington,Richmond upon Thames,0,449,565.125799013302,604,259.413130262867,602,6.84048162271406,616,27723.1824593683,617,18781,590,6,0,0,0,0,0.070334194768821,604,0.112385440514319,558
00BDGM,Twickenham Riverside,Richmond upon Thames,0,449,546.656785055995,606,273.254404010251,598,6.7943594346514,617,27799.7463879496,618,24742,624,6,0,0,0,0,6.88795582719252E-02,606,0.124637883536963,534
00BDGN,West Twickenham,Richmond upon Thames,0,449,964.994736414403,527,364.851121857762,543,9.89738903031913,574,24408.4887608069,573,14408,545,7,0,0,0,1,0.128407543361807,530,0.140552601588679,505
00BDGP,Whitton,Richmond upon Thames,0,449,896.79005523026,537,327.600140914321,559,10.2394999744795,565,24126.0783989414,568,12301,515,6,0,0,0,1,0.166945627262126,477,0.104178195297718,575
00BEGC,Brunswick Park,Southwark,0.487920220772704,156,3400.49634066224,154,1149.54795641452,115,35.2234287080128,154,6344.38735574511,140,3611,223,7,0,0,4,7,0.441539762442156,168,0.378421230324074,96
00BEGD,Camberwell Green,Southwark,0.796125218914186,50,4379.00439852476,61,1438.90409472585,21,41.8051555052321,69,4306.71366024518,63,2302,131,9,0,3,9,9,0.508927938844307,95,0.453270267135358,30
00BEGE,Cathedrals,Southwark,0.369053681307023,195,3037.90096955001,197,1360.56376442313,37,32.300034109205,194,7631.9399533206,186,4181,245,9,0,0,3,9,0.407624364542116,204,0.318726844827768,169
00BEGF,Chaucer,Southwark,0.339232623543592,210,3062.43649569154,192,957.086357071996,213,29.5902153781831,232,9336.11570912013,237,4665,272,9,0,0,3,8,0.394932763947957,222,0.347721253941347,129
00BEGG,College,Southwark,0.212273724629731,267,2073.10769632459,345,790.962548419833,297,27.7853634489544,252,9907.53565551289,252,3650,225,7,0,0,2,7,0.358140705339611,269,0.159577524128813,459
00BEGH,East Dulwich,Southwark,7.9356846473029E-03,439,1767.7091775611,399,746.509712956846,322,22.8444456866173,349,12025.5809128631,319,9407,448,7,0,0,0,7,0.231888978726489,417,0.270872760672292,245
00BEGJ,East Walworth,Southwark,0.849125708884688,34,3907.62860870361,107,1325.9565089643,47,43.5730221185882,51,3860.83270321361,46,2507,146,8,0,4,7,8,0.487193858658361,112,0.373309734948846,101
00BEGK,Faraday,Southwark,0.60315539470708,114,3910.32490959764,106,1183.6258860603,103,36.8566361043119,126,5657.90137977833,109,4893,285,8,0,0,7,8,0.440404618416615,170,0.31255372480872,180
00BEGL,Grange,Southwark,0.42806745063235,176,3249.97556371987,170,1163.77222940326,110,33.0489616173981,183,7426.50477035722,175,4197,246,8,0,0,5,8,0.47636976003484,127,0.329811766346296,154
00BEGM,Livesey,Southwark,0.840769754768392,35,4663.16504994035,42,1365.4276367873,36,42.286194688726,65,4086.29019073569,54,3061,179,8,0,2,8,8,0.553992227217599,62,0.316126853892846,173
00BEGN,Newington,Southwark,0.648602415026834,93,3779.70141246915,112,1237.46747099608,83,37.9268115355845,111,5342.58251341682,97,4281,252,9,0,0,7,9,0.468416752438295,138,0.362652355561011,115
00BEGP,Nunhead,Southwark,0.674142411642412,82,3562.78029227257,133,1356.43132804334,40,40.8071195568711,78,4894.86096673597,81,1282,53,7,1,2,6,7,0.477943565315482,124,0.360326711242161,118
00BEGQ,Peckham,Southwark,0.728899835796388,72,4508.183298558,54,1253.0007122308,73,40.3541433033237,83,4749.32136992728,76,2327,132,8,0,2,6,8,0.489340399305917,110,0.397150119372001,75
00BEGR,Peckham Rye,Southwark,0.193100469019995,284,2262.10728397965,316,899.349260866642,236,26.8802884011703,269,10440.1019501358,266,4466,262,7,0,0,2,6,0.287045628507983,349,0.253114819925556,277
00BEGS,Riverside,Southwark,0.4111572265625,181,2457.62974829972,288,886.035166025162,240,27.2725296469871,261,12686.962890625,340,4358,255,7,0,0,4,5,0.472914849940885,133,0.295948746858439,205
00BEGT,Rotherhithe,Southwark,0.537231707317073,135,2964.94268496707,210,936.854352615774,221,33.7145765588342,173,7864.58219512195,198,3223,190,8,0,1,5,7,0.477325312104368,125,0.326024192669153,158
00BEGU,South Bermondsey,Southwark,0.593152784874808,117,3308.39902737737,164,1070.34372972697,147,37.5650981538565,118,5671.52682677568,111,2134,119,8,0,1,6,8,0.483642802422683,116,0.312039738477663,181
00BEGW,South Camberwell,Southwark,0.204728012201322,275,2431.16939882934,293,815.352081399411,283,27.5208025759225,258,9921.19445856634,253,6160,337,8,0,0,3,7,0.368817234833761,260,0.260369562264114,254
00BEGX,Surrey Docks,Southwark,0.199507620164127,279,1801.86176634952,390,659.421156205237,371,22.9879895215856,346,13703.607971864,367,4586,269,8,0,0,2,5,0.378435833895781,244,0.273832087167918,239
00BEGY,The Lane,Southwark,0.617563366810139,106,3580.25531896949,130,1259.00862758607,67,38.1355562305861,108,5635.50908656145,108,2541,149,8,0,1,6,8,0.445389566504503,166,0.352022687722485,126
00BEGZ,Village,Southwark,1.42377622377622E-02,434,1004.41375055909,521,412.197706807405,513,16.9708941111531,440,17079.7714685315,442,8976,435,7,0,0,0,2,0.108798877095484,552,0.164792733250408,450
00BFGC,Beddington North,Sutton,0,449,923.508392505348,534,325.717189986259,561,11.0548113174278,551,23123.5829582958,554,13472,535,7,0,0,0,1,0.128756550824517,529,0.132694587746392,516
00BFGD,Beddington South,Sutton,0.265543575920934,238,1864.24627120793,384,591.657032702118,409,20.6914668835791,379,17227.9026654687,446,4849,280,7,0,0,2,3,0.295065474821708,333,0.153101424886073,473
00BFGE,Belmont,Sutton,4.67233009708738E-02,391,821.494498271495,559,358.427691210061,545,10.2981967665617,562,24880.5558252427,581,6828,370,7,0,0,0,1,0.133693506146291,522,0.104909227966373,574
00BFGF,Carshalton Central,Sutton,0,449,770.272709324956,570,334.233668133616,556,10.0832245143448,567,23965.0695121951,565,15995,568,7,0,0,0,1,0.111340816002938,546,0.106938919208704,571
00BFGG,Carshalton South and Clockhouse,Sutton,0,449,851.802778098732,548,395.034046299756,524,10.8535010085303,555,22950.6520710059,552,15265,560,6,0,0,0,1,0.13786088433593,518,9.42574620582774E-02,592
00BFGH,Cheam,Sutton,0,449,507.476091524586,611,234.299770094454,613,6.61558441433346,620,27908.6323305986,620,21280,610,6,0,0,0,0,5.37749960801777E-02,620,8.75987347858015E-02,601
00BFGJ,Nonsuch,Sutton,0,449,594.746463121846,601,220.189367987216,616,7.02708190651698,614,27502.2634345794,613,21558,612,7,0,0,0,0,6.30199087754796E-02,613,9.82651008218321E-02,585
00BFGK,St Helier,Sutton,0.16668428005284,295,2540.03956612945,280,711.778991349041,338,27.2088845725419,264,9814.83011889036,250,6744,364,7,0,0,0,7,0.317999386568564,315,0.273101318804367,241
00BFGL,Stonecot,Sutton,0,449,717.037667959929,580,312.26388848573,573,9.67548834823394,579,24261.0171870524,571,19359,597,7,0,0,0,0,9.13491913861083E-02,584,9.30148352296084E-02,594
00BFGM,Sutton Central,Sutton,0.134174644618509,313,1614.65046659857,421,626.75240797922,388,20.1604138106791,392,15681.8047577604,411,6395,349,7,0,0,1,3,0.2421174721258,405,0.242901152128784,305
00BFGN,Sutton North,Sutton,0,449,1048.26926797628,509,407.03504023701,519,16.2529011088356,460,17544.5108795587,456,11417,502,6,0,0,0,2,0.154047382492146,488,0.133346904816474,515
00BFGP,Sutton South,Sutton,0,449,880.433848075569,542,365.149362903088,542,11.7911778236845,542,21947.0344379467,540,15522,562,6,0,0,0,1,0.155218253529925,487,0.148251150974508,485
00BFGQ,Sutton West,Sutton,0,449,604.870934676379,600,302.897349949926,582,8.42934271335884,592,25721.8284111045,591,20489,606,7,0,0,0,0,8.02018596504552E-02,597,0.113846673891785,555
00BFGR,The Wrythe,Sutton,3.10148232611174E-02,411,1473.92414304614,441,464.765152383596,486,16.7968912249688,445,17569.6408209806,458,8196,410,7,0,0,0,3,0.225870210638377,424,0.143982518902981,497
00BFGS,Wallington North,Sutton,0,449,1064.17716321722,505,446.957797385752,494,13.5234864641717,520,20494.2543420665,522,9983,465,7,0,0,0,1,0.142483622591887,509,0.145169171843046,492
00BFGT,Wallington South,Sutton,0,449,1176.82440528274,487,429.439111176878,505,15.2047117801423,486,18942.6723404255,487,12899,522,6,0,0,0,3,0.183797822085094,462,0.15099780915987,479
00BFGU,Wandle Valley,Sutton,0.130299785867238,318,2520.37160566449,282,682.029939517379,356,24.4213860045153,311,11758.840738758,310,6768,365,7,0,0,0,6,0.350841614399962,275,0.256690282893332,269
00BFGW,Worcester Park,Sutton,0,449,762.642755538225,573,299.064018823206,583,8.36218417214784,594,25814.3494998484,592,20684,608,7,0,0,0,0,0.110388064206793,548,0.109791619403544,564
00BGFW,Bethnal Green North,Tower Hamlets,0.9078593712503,21,5157.37056845427,24,1262.80068113655,66,47.7078036351086,27,3019.30861531078,21,977,32,8,2,5,8,8,0.647943231929727,19,0.492418791566576,14
00BGFX,Bethnal Green South,Tower Hamlets,0.881041983902545,27,6357.01919925213,6,1346.44416924566,43,48.0594692898232,23,3059.87448335871,22,796,23,9,3,5,9,9,0.681329200066017,11,0.64270369669934,3
00BGFY,Blackwall and Cubitt Town,Tower Hamlets,0.347000847816872,206,4512.00722806156,53,1018.40745708346,173,32.440107751873,192,9336.34569732938,238,537,7,8,2,2,4,8,0.73887159975607,2,0.421791504784709,52
00BGFZ,Bow East,Tower Hamlets,0.803719643406087,46,3599.51842220128,126,982.052958525717,198,46.1765751684771,34,3805.92222563787,44,1374,57,6,2,4,5,6,0.694536521285772,10,0.441440036718994,37
00BGGA,Bow West,Tower Hamlets,0.648333333333333,94,3564.71650989354,132,1053.50486185402,155,39.8232611213225,85,5080.72295081967,87,1534,74,7,1,1,4,7,0.586082589701881,41,0.422522873184128,51
00BGGB,Bromley-by-Bow,Tower Hamlets,1,1,6522.46176829934,4,1268.91054198146,62,54.3329129865395,2,1760.71635916359,1,717,15,8,4,8,8,8,0.707978614597837,5,0.518682578623583,10
00BGGC,East India and Lansbury,Tower Hamlets,0.944915057016523,11,6501.14448747039,5,1418.40189684927,24,54.9888246423953,1,1803.77333023039,2,375,3,8,5,7,8,8,0.706802550215649,7,0.469819615029414,23
00BGGD,Limehouse,Tower Hamlets,0.794965970429477,51,5674.64793813229,13,1298.56649509817,54,48.9604497254664,19,3780.56489087069,43,221,1,8,3,5,6,8,0.706064891241584,8,0.449267097949982,32
00BGGE,Mile End and Globe Town,Tower Hamlets,0.683811149032992,81,4820.30667641759,36,1060.71167336404,153,39.0799688666889,97,5123.5606370876,88,2821,164,8,0,1,7,8,0.62789297369086,23,0.434265426702812,43
00BGGF,Mile End East,Tower Hamlets,0.940565799444304,14,5557.0739402175,14,1228.38490793109,86,51.1962715759817,8,2338.37080070725,8,751,19,7,3,5,7,7,0.707445483639151,6,0.558440908331137,5
00BGGG,Millwall,Tower Hamlets,0.311317083162638,219,3607.48074185103,125,830.018203608692,274,26.8062233686545,272,12435.123719787,332,1771,92,9,0,2,3,6,0.574787402680348,52,0.479111678684783,17
00BGGH,St Dunstan's and Stepney Green,Tower Hamlets,0.967921336434764,8,7783.73324042559,1,1413.22140392661,25,51.4106565448441,7,2309.07887502643,7,258,2,8,2,6,8,8,0.734322996276815,4,0.540985257426898,8
00BGGJ,St Katharine's and Wapping,Tower Hamlets,0.346148702861728,207,2934.38894923031,217,824.173354815692,279,29.646501429931,231,10502.9443701524,267,1281,52,7,1,1,3,5,0.548951472210534,66,0.375763324644071,98
00BGGK,Shadwell,Tower Hamlets,0.794177583697234,53,5758.55445036292,11,1110.07342156023,135,50.0890158746267,13,3358.97573993207,29,430,4,8,4,6,7,8,0.654314944706115,17,0.601078520169353,4
00BGGL,Spitalfields and Banglatown,Tower Hamlets,0.779396984924623,59,3920.12977972627,103,1008.19273169339,181,49.0771469614614,18,3453.28676716918,34,559,10,5,2,3,4,5,0.624524402986464,24,0.727629002085272,1
